id,generation,name,type_1,type_2,height,weight,color,shape,rarity,stage,total_stats,hp,atk,def,sp_atk,sp_def,spe,ev_hp,ev_atk,ev_def,ev_sp_atk,ev_sp_def,ev_spe,capture_rate,growth_rate,base_experience,egg_group_1,egg_group_2
365,3,walrein,ice,water,1.4,150.6,blue,quadruped,regular,s3c3,530,110,80,90,95,90,65,3,0,0,0,0,0,45,medium-slow,239,water1,ground
366,3,clamperl,water,,0.4,52.5,blue,ball,regular,s1c2,345,35,64,85,74,55,32,0,0,1,0,0,0,255,slow-then-very-fast,69,water1,
367,3,huntail,water,,1.7,27.0,blue,squiggle,regular,s2c2,485,55,104,105,94,75,52,0,1,1,0,0,0,60,slow-then-very-fast,170,water1,
368,3,gorebyss,water,,1.8,22.6,pink,squiggle,regular,s2c2,485,55,84,105,114,75,52,0,0,0,2,0,0,60,slow-then-very-fast,170,water1,
369,3,relicanth,water,rock,1.0,23.4,gray,fish,regular,single,485,100,90,130,45,65,55,1,0,1,0,0,0,25,slow,170,water1,water2
370,3,luvdisc,water,,0.6,8.7,pink,fish,regular,single,330,43,30,55,40,65,97,0,0,0,0,0,1,225,fast,116,water2,
371,3,bagon,dragon,,0.6,42.1,blue,humanoid,regular,s1c3,300,45,75,60,40,30,50,0,1,0,0,0,0,45,slow,60,dragon,
372,3,shelgon,dragon,,1.1,110.5,white,quadruped,regular,s2c3,420,65,95,100,60,50,50,0,0,2,0,0,0,45,slow,147,dragon,
373,3,salamence,dragon,flying,1.5,102.6,blue,quadruped,regular,s3c3,600,95,135,80,110,80,100,0,3,0,0,0,0,45,slow,270,dragon,
374,3,beldum,steel,psychic,0.6,95.2,blue,blob,regular,s1c3,300,40,55,80,35,60,30,0,0,1,0,0,0,3,slow,60,mineral,
375,3,metang,steel,psychic,1.2,202.5,blue,arms,regular,s2c3,420,60,75,100,55,80,50,0,0,2,0,0,0,3,slow,147,mineral,
376,3,metagross,steel,psychic,1.6,550.0,blue,heads,regular,s3c3,600,80,135,130,95,90,70,0,0,3,0,0,0,3,slow,270,mineral,
377,3,regirock,rock,,1.7,230.0,brown,humanoid,legendary,single,580,80,100,200,50,100,50,0,0,3,0,0,0,3,slow,261,no-eggs,
378,3,regice,ice,,1.8,175.0,blue,humanoid,legendary,single,580,80,50,100,100,200,50,0,0,0,0,3,0,3,slow,261,no-eggs,
379,3,registeel,steel,,1.9,205.0,gray,humanoid,legendary,single,580,80,75,150,75,150,50,0,0,2,0,1,0,3,slow,261,no-eggs,
380,3,latias,dragon,psychic,1.4,40.0,red,wings,legendary,single,600,80,80,90,110,130,110,0,0,0,0,3,0,3,slow,270,no-eggs,
381,3,latios,dragon,psychic,2.0,60.0,blue,wings,legendary,single,600,80,90,80,130,110,110,0,0,0,3,0,0,3,slow,270,no-eggs,
382,3,kyogre,water,,4.5,352.0,blue,fish,legendary,single,670,100,100,90,150,140,90,0,0,0,3,0,0,3,slow,302,no-eggs,
383,3,groudon,ground,,3.5,950.0,red,upright,legendary,single,670,100,150,140,100,90,90,0,3,0,0,0,0,3,slow,302,no-eggs,
384,3,rayquaza,dragon,flying,7.0,206.5,green,squiggle,legendary,single,680,105,150,90,150,90,95,0,2,0,1,0,0,45,slow,306,no-eggs,
385,3,jirachi,steel,psychic,0.3,1.1,yellow,humanoid,legendary,single,600,100,100,100,100,100,100,3,0,0,0,0,0,3,slow,270,no-eggs,
386,3,deoxys,psychic,,1.7,60.8,red,humanoid,legendary,single,600,50,150,50,150,50,150,0,1,0,1,0,1,3,slow,270,no-eggs,
387,4,turtwig,grass,,0.4,10.2,green,quadruped,regular,s1c3,318,55,68,64,45,55,31,0,1,0,0,0,0,45,medium-slow,64,monster,plant
388,4,grotle,grass,,1.1,97.0,green,quadruped,regular,s2c3,405,75,89,85,55,65,36,0,1,1,0,0,0,45,medium-slow,142,monster,plant
389,4,torterra,grass,ground,2.2,310.0,green,quadruped,regular,s3c3,525,95,109,105,75,85,56,0,2,1,0,0,0,45,medium-slow,236,monster,plant
390,4,chimchar,fire,,0.5,6.2,brown,upright,regular,s1c3,309,44,58,44,58,44,61,0,0,0,0,0,1,45,medium-slow,62,ground,humanshape
391,4,monferno,fire,fighting,0.9,22.0,brown,upright,regular,s2c3,405,64,78,52,78,52,81,0,0,0,1,0,1,45,medium-slow,142,ground,humanshape
392,4,infernape,fire,fighting,1.2,55.0,brown,upright,regular,s3c3,534,76,104,71,104,71,108,0,1,0,1,0,1,45,medium-slow,240,ground,humanshape
393,4,piplup,water,,0.4,5.2,blue,humanoid,regular,s1c3,314,53,51,53,61,56,40,0,0,0,1,0,0,45,medium-slow,63,water1,ground
394,4,prinplup,water,,0.8,23.0,blue,upright,regular,s2c3,405,64,66,68,81,76,50,0,0,0,2,0,0,45,medium-slow,142,water1,ground
395,4,empoleon,water,steel,1.7,84.5,blue,upright,regular,s3c3,530,84,86,88,111,101,60,0,0,0,3,0,0,45,medium-slow,239,water1,ground
396,4,starly,normal,flying,0.3,2.0,brown,wings,regular,s1c3,245,40,55,30,30,30,60,0,0,0,0,0,1,255,medium-slow,49,flying,
397,4,staravia,normal,flying,0.6,15.5,brown,wings,regular,s2c3,340,55,75,50,40,40,80,0,0,0,0,0,2,120,medium-slow,119,flying,
398,4,staraptor,normal,flying,1.2,24.9,brown,wings,regular,s3c3,485,85,120,70,50,60,100,0,3,0,0,0,0,45,medium-slow,218,flying,
399,4,bidoof,normal,,0.5,20.0,brown,quadruped,regular,s1c2,250,59,45,40,35,40,31,1,0,0,0,0,0,255,medium,50,water1,ground
400,4,bibarel,normal,water,1.0,31.5,brown,upright,regular,s2c2,410,79,85,60,55,60,71,0,2,0,0,0,0,127,medium,144,water1,ground
401,4,kricketot,bug,,0.3,2.2,red,humanoid,regular,s1c2,194,37,25,41,25,41,25,0,0,1,0,0,0,255,medium-slow,39,bug,
402,4,kricketune,bug,,1.0,25.5,red,bug-wings,regular,s2c2,384,77,85,51,55,51,65,0,2,0,0,0,0,45,medium-slow,134,bug,
403,4,shinx,electric,,0.5,9.5,blue,quadruped,regular,s1c3,263,45,65,34,40,34,45,0,1,0,0,0,0,235,medium-slow,53,ground,
404,4,luxio,electric,,0.9,30.5,blue,quadruped,regular,s2c3,363,60,85,49,60,49,60,0,2,0,0,0,0,120,medium-slow,127,ground,
405,4,luxray,electric,,1.4,42.0,blue,quadruped,regular,s3c3,523,80,120,79,95,79,70,0,3,0,0,0,0,45,medium-slow,235,ground,
406,4,budew,grass,poison,0.2,1.2,green,humanoid,regular,s1c3,280,40,30,35,50,70,55,0,0,0,1,0,0,255,medium-slow,56,no-eggs,
407,4,roserade,grass,poison,0.9,14.5,green,humanoid,regular,s3c3,515,60,70,65,125,105,90,0,0,0,3,0,0,75,medium-slow,232,fairy,plant
408,4,cranidos,rock,,0.9,31.5,blue,upright,regular,s1c2,350,67,125,40,30,30,58,0,1,0,0,0,0,45,slow-then-very-fast,70,monster,
409,4,rampardos,rock,,1.6,102.5,blue,upright,regular,s2c2,495,97,165,60,65,50,58,0,2,0,0,0,0,45,slow-then-very-fast,173,monster,
410,4,shieldon,rock,steel,0.5,57.0,gray,quadruped,regular,s1c2,350,30,42,118,42,88,30,0,0,1,0,0,0,45,slow-then-very-fast,70,monster,
411,4,bastiodon,rock,steel,1.3,149.5,gray,quadruped,regular,s2c2,495,60,52,168,47,138,30,0,0,2,0,0,0,45,slow-then-very-fast,173,monster,
412,4,burmy,bug,,0.2,3.4,green,blob,regular,s1c2,224,40,29,45,29,45,36,0,0,0,0,1,0,120,medium,45,bug,
413,4,wormadam,bug,grass,0.5,6.5,green,blob,regular,s2c2,424,60,59,85,79,105,36,0,0,0,0,2,0,45,medium,148,bug,
414,4,mothim,bug,flying,0.9,23.3,yellow,bug-wings,regular,s2c2,424,70,94,50,94,50,66,0,1,0,1,0,0,45,medium,148,bug,
415,4,combee,bug,flying,0.3,5.5,yellow,heads,regular,s1c2,244,30,30,42,30,42,70,0,0,0,0,0,1,120,medium-slow,49,bug,
416,4,vespiquen,bug,flying,1.2,38.5,yellow,bug-wings,regular,s2c2,474,70,80,102,80,102,40,0,0,1,0,1,0,45,medium-slow,166,bug,
417,4,pachirisu,electric,,0.4,3.9,white,quadruped,regular,single,405,60,45,70,45,90,95,0,0,0,0,0,1,200,medium,142,ground,fairy
418,4,buizel,water,,0.7,29.5,brown,quadruped,regular,s1c2,330,55,65,35,60,30,85,0,0,0,0,0,1,190,medium,66,water1,ground
419,4,floatzel,water,,1.1,33.5,brown,quadruped,regular,s2c2,495,85,105,55,85,50,115,0,0,0,0,0,2,75,medium,173,water1,ground
420,4,cherubi,grass,,0.4,3.3,pink,heads,regular,s1c2,275,45,35,45,62,53,35,0,0,0,1,0,0,190,medium,55,fairy,plant
421,4,cherrim,grass,,0.5,9.3,purple,legs,regular,s2c2,450,70,60,70,87,78,85,0,0,0,2,0,0,75,medium,158,fairy,plant
422,4,shellos,water,,0.3,6.3,purple,squiggle,regular,s1c2,325,76,48,48,57,62,34,1,0,0,0,0,0,190,medium,65,water1,indeterminate
423,4,gastrodon,water,ground,0.9,29.9,purple,squiggle,regular,s2c2,475,111,83,68,92,82,39,2,0,0,0,0,0,75,medium,166,water1,indeterminate
424,4,ambipom,normal,,1.2,20.3,purple,upright,regular,s2c2,482,75,100,66,60,66,115,0,0,0,0,0,2,45,fast,169,ground,
425,4,drifloon,ghost,flying,0.4,1.2,purple,arms,regular,s1c2,348,90,50,34,60,44,70,1,0,0,0,0,0,125,fast-then-very-slow,70,indeterminate,
426,4,drifblim,ghost,flying,1.2,15.0,purple,arms,regular,s2c2,498,150,80,44,90,54,80,2,0,0,0,0,0,60,fast-then-very-slow,174,indeterminate,
427,4,buneary,normal,,0.4,5.5,brown,upright,regular,s1c2,350,55,66,44,44,56,85,0,0,0,0,0,1,190,medium,70,ground,humanshape
428,4,lopunny,normal,,1.2,33.3,brown,upright,regular,s2c2,480,65,76,84,54,96,105,0,0,0,0,0,2,60,medium,168,ground,humanshape
429,4,mismagius,ghost,,0.9,4.4,purple,ball,regular,s2c2,495,60,60,60,105,105,105,0,0,0,1,1,0,45,fast,173,indeterminate,
430,4,honchkrow,dark,flying,0.9,27.3,black,wings,regular,s2c2,505,100,125,52,105,52,71,0,2,0,0,0,0,30,medium-slow,177,flying,
431,4,glameow,normal,,0.5,3.9,gray,quadruped,regular,s1c2,310,49,55,42,42,37,85,0,0,0,0,0,1,190,fast,62,ground,
432,4,purugly,normal,,1.0,43.8,gray,quadruped,regular,s2c2,452,71,82,64,64,59,112,0,0,0,0,0,2,75,fast,158,ground,
433,4,chingling,psychic,,0.2,0.6,yellow,humanoid,regular,s1c2,285,45,30,50,65,50,45,0,0,0,1,0,0,120,fast,57,no-eggs,
434,4,stunky,poison,dark,0.4,19.2,purple,quadruped,regular,s1c2,329,63,63,47,41,41,74,0,0,0,0,0,1,225,medium,66,ground,
435,4,skuntank,poison,dark,1.0,38.0,purple,quadruped,regular,s2c2,479,103,93,67,71,61,84,2,0,0,0,0,0,60,medium,168,ground,
436,4,bronzor,steel,psychic,0.5,60.5,green,ball,regular,s1c2,300,57,24,86,24,86,23,0,0,1,0,0,0,255,medium,60,mineral,
437,4,bronzong,steel,psychic,1.3,187.0,green,arms,regular,s2c2,500,67,89,116,79,116,33,0,0,1,0,1,0,90,medium,175,mineral,
438,4,bonsly,rock,,0.5,15.0,brown,legs,regular,s1c2,290,50,80,95,10,45,10,0,0,1,0,0,0,255,medium,58,no-eggs,
439,4,mime_jr,psychic,fairy,0.6,13.0,pink,humanoid,regular,s1c2,310,20,25,45,70,90,60,0,0,0,0,1,0,145,medium,62,no-eggs,
440,4,happiny,normal,,0.6,24.4,pink,humanoid,regular,s1c3,220,100,5,5,15,65,30,1,0,0,0,0,0,130,fast,110,no-eggs,
441,4,chatot,normal,flying,0.5,1.9,black,wings,regular,single,411,76,65,45,92,42,91,0,1,0,0,0,0,30,medium-slow,144,flying,
442,4,spiritomb,ghost,dark,1.0,108.0,purple,blob,regular,single,485,50,92,108,92,108,35,0,0,1,0,1,0,100,medium,170,indeterminate,
443,4,gible,dragon,ground,0.7,20.5,blue,upright,regular,s1c3,300,58,70,45,40,45,42,0,1,0,0,0,0,45,slow,60,monster,dragon
444,4,gabite,dragon,ground,1.4,56.0,blue,upright,regular,s2c3,410,68,90,65,50,55,82,0,2,0,0,0,0,45,slow,144,monster,dragon
445,4,garchomp,dragon,ground,1.9,95.0,blue,upright,regular,s3c3,600,108,130,95,80,85,102,0,3,0,0,0,0,45,slow,270,monster,dragon
446,4,munchlax,normal,,0.6,105.0,black,humanoid,regular,s1c2,390,135,85,40,40,85,5,1,0,0,0,0,0,50,slow,78,no-eggs,
447,4,riolu,fighting,,0.7,20.2,blue,upright,regular,s1c2,285,40,70,40,35,40,60,0,1,0,0,0,0,75,medium-slow,57,no-eggs,
448,4,lucario,fighting,steel,1.2,54.0,blue,upright,regular,s2c2,525,70,110,70,115,70,90,0,1,0,1,0,0,45,medium-slow,184,ground,humanshape
449,4,hippopotas,ground,,0.8,49.5,brown,quadruped,regular,s1c2,330,68,72,78,38,42,32,0,0,1,0,0,0,140,slow,66,ground,
450,4,hippowdon,ground,,2.0,300.0,brown,quadruped,regular,s2c2,525,108,112,118,68,72,47,0,0,2,0,0,0,60,slow,184,ground,
451,4,skorupi,poison,bug,0.8,12.0,purple,armor,regular,s1c2,330,40,50,90,30,55,65,0,0,1,0,0,0,120,slow,66,bug,water3
452,4,drapion,poison,dark,1.3,61.5,purple,armor,regular,s2c2,500,70,90,110,60,75,95,0,0,2,0,0,0,45,slow,175,bug,water3
453,4,croagunk,poison,fighting,0.7,23.0,blue,humanoid,regular,s1c2,300,48,61,40,61,40,50,0,1,0,0,0,0,140,medium,60,humanshape,
454,4,toxicroak,poison,fighting,1.3,44.4,blue,humanoid,regular,s2c2,490,83,106,65,86,65,85,0,2,0,0,0,0,75,medium,172,humanshape,
455,4,carnivine,grass,,1.4,27.0,green,tentacles,regular,single,454,74,100,72,90,72,46,0,2,0,0,0,0,200,slow,159,plant,
456,4,finneon,water,,0.4,7.0,blue,fish,regular,s1c2,330,49,49,56,49,61,66,0,0,0,0,0,1,190,slow-then-very-fast,66,water2,
457,4,lumineon,water,,1.2,24.0,blue,fish,regular,s2c2,460,69,69,76,69,86,91,0,0,0,0,0,2,75,slow-then-very-fast,161,water2,
458,4,mantyke,water,flying,1.0,65.0,blue,wings,regular,s1c2,345,45,20,50,60,120,50,0,0,0,0,1,0,25,slow,69,no-eggs,
459,4,snover,grass,ice,1.0,50.5,white,upright,regular,s1c2,334,60,62,50,62,60,40,0,1,0,0,0,0,120,slow,67,monster,plant
460,4,abomasnow,grass,ice,2.2,135.5,white,upright,regular,s2c2,494,90,92,75,92,85,60,0,1,0,1,0,0,60,slow,173,monster,plant
461,4,weavile,dark,ice,1.1,34.0,black,upright,regular,s2c2,510,70,120,65,45,85,125,0,1,0,0,0,1,45,medium-slow,179,ground,
462,4,magnezone,electric,steel,1.2,180.0,gray,arms,regular,s3c3,535,70,70,115,130,90,60,0,0,0,3,0,0,30,medium,241,mineral,
463,4,lickilicky,normal,,1.7,140.0,pink,humanoid,regular,s2c2,515,110,85,95,80,95,50,3,0,0,0,0,0,30,medium,180,monster,
464,4,rhyperior,ground,rock,2.4,282.8,gray,upright,regular,s3c3,535,115,140,130,55,55,40,0,3,0,0,0,0,30,slow,241,monster,ground
465,4,tangrowth,grass,,2.0,128.6,blue,humanoid,regular,s2c2,535,100,100,125,110,50,50,0,0,2,0,0,0,30,medium,187,plant,
466,4,electivire,electric,,1.8,138.6,yellow,upright,regular,s3c3,540,75,123,67,95,85,95,0,3,0,0,0,0,30,medium,243,humanshape,
467,4,magmortar,fire,,1.6,68.0,red,upright,regular,s3c3,540,75,95,67,125,95,83,0,0,0,3,0,0,30,medium,243,humanshape,
468,4,togekiss,fairy,flying,1.5,38.0,white,wings,regular,s3c3,545,85,50,95,120,115,80,0,0,0,2,1,0,30,fast,245,flying,fairy
469,4,yanmega,bug,flying,1.9,51.5,green,bug-wings,regular,s2c2,515,86,76,86,116,56,95,0,2,0,0,0,0,30,medium,180,bug,
470,4,leafeon,grass,,1.0,25.5,green,quadruped,regular,s2c2,525,65,110,130,60,65,95,0,0,2,0,0,0,45,medium,184,ground,
471,4,glaceon,ice,,0.8,25.9,blue,quadruped,regular,s2c2,525,65,60,110,130,95,65,0,0,0,2,0,0,45,medium,184,ground,
472,4,gliscor,ground,flying,2.0,42.5,purple,wings,regular,s2c2,510,75,95,125,45,75,95,0,0,2,0,0,0,30,medium-slow,179,bug,
473,4,mamoswine,ice,ground,2.5,291.0,brown,quadruped,regular,s3c3,530,110,130,80,70,60,80,0,3,0,0,0,0,50,slow,239,ground,
474,4,porygon_z,normal,,0.9,34.0,red,arms,regular,s1c3,535,85,80,70,135,75,90,0,0,0,3,0,0,30,medium,241,mineral,
475,4,gallade,psychic,fighting,1.6,52.0,white,humanoid,regular,s3c3,518,68,125,65,65,115,80,0,3,0,0,0,0,45,slow,233,humanshape,indeterminate
476,4,probopass,rock,steel,1.4,340.0,gray,heads,regular,s2c2,525,60,55,145,75,150,40,0,0,1,0,2,0,60,medium,184,mineral,
477,4,dusknoir,ghost,,2.2,106.6,black,arms,regular,s3c3,525,45,100,135,65,135,45,0,0,1,0,2,0,45,fast,236,indeterminate,
478,4,froslass,ice,ghost,1.3,26.6,white,arms,regular,s2c2,480,70,80,70,80,70,110,0,0,0,0,0,2,75,medium,168,fairy,mineral
479,4,rotom,electric,ghost,0.3,0.3,red,ball,regular,single,440,50,50,77,95,77,91,0,0,0,1,0,1,45,medium,154,indeterminate,
480,4,uxie,psychic,,0.3,0.3,yellow,upright,legendary,single,580,75,75,130,75,130,95,0,0,2,0,1,0,3,slow,261,no-eggs,
481,4,mesprit,psychic,,0.3,0.3,pink,upright,legendary,single,580,80,105,105,105,105,80,0,1,0,1,1,0,3,slow,261,no-eggs,
482,4,azelf,psychic,,0.3,0.3,blue,upright,legendary,single,580,75,125,70,125,70,115,0,2,0,1,0,0,3,slow,261,no-eggs,
483,4,dialga,steel,dragon,5.4,683.0,white,quadruped,legendary,single,680,100,120,120,150,100,90,0,0,0,3,0,0,3,slow,306,no-eggs,
484,4,palkia,water,dragon,4.2,336.0,purple,upright,legendary,single,680,90,120,100,150,120,100,0,0,0,3,0,0,3,slow,306,no-eggs,
485,4,heatran,fire,steel,1.7,430.0,brown,quadruped,legendary,single,600,91,90,106,130,106,77,0,0,0,3,0,0,3,slow,270,no-eggs,
486,4,regigigas,normal,,3.7,420.0,white,humanoid,legendary,single,670,110,160,110,80,110,100,0,3,0,0,0,0,3,slow,302,no-eggs,
487,4,giratina,ghost,dragon,4.5,750.0,black,tentacles,legendary,single,680,150,100,120,100,120,90,3,0,0,0,0,0,3,slow,306,no-eggs,
488,4,cresselia,psychic,,1.5,85.6,yellow,squiggle,legendary,single,580,120,70,110,75,120,85,0,0,0,0,3,0,3,slow,270,no-eggs,
489,4,phione,water,,0.4,3.1,blue,arms,legendary,s1c2,480,80,80,80,80,80,80,1,0,0,0,0,0,30,slow,216,water1,fairy
490,4,manaphy,water,,0.3,1.4,blue,humanoid,legendary,s2c2,600,100,100,100,100,100,100,3,0,0,0,0,0,3,slow,270,water1,fairy
491,4,darkrai,dark,,1.5,50.5,black,humanoid,legendary,single,600,70,90,90,135,90,125,0,0,0,2,0,1,3,slow,270,no-eggs,
492,4,shaymin,grass,,0.2,2.1,green,quadruped,legendary,single,600,100,100,100,100,100,100,3,0,0,0,0,0,45,medium-slow,270,no-eggs,
493,4,arceus,normal,,3.2,320.0,white,quadruped,legendary,single,720,120,120,120,120,120,120,3,0,0,0,0,0,3,slow,324,no-eggs,
494,5,victini,psychic,fire,0.4,4.0,yellow,humanoid,legendary,single,600,100,100,100,100,100,100,3,0,0,0,0,0,3,slow,270,no-eggs,
495,5,snivy,grass,,0.6,8.1,green,upright,regular,s1c3,308,45,45,55,45,55,63,0,0,0,0,0,1,45,medium-slow,62,ground,plant
496,5,servine,grass,,0.8,16.0,green,upright,regular,s2c3,413,60,60,75,60,75,83,0,0,0,0,0,2,45,medium-slow,145,ground,plant
497,5,serperior,grass,,3.3,63.0,green,squiggle,regular,s3c3,528,75,75,95,75,95,113,0,0,0,0,0,3,45,medium-slow,238,ground,plant
498,5,tepig,fire,,0.5,9.9,red,quadruped,regular,s1c3,308,65,63,45,45,45,45,1,0,0,0,0,0,45,medium-slow,62,ground,
499,5,pignite,fire,fighting,1.0,55.5,red,upright,regular,s2c3,418,90,93,55,70,55,55,0,2,0,0,0,0,45,medium-slow,146,ground,
500,5,emboar,fire,fighting,1.6,150.0,red,upright,regular,s3c3,528,110,123,65,100,65,65,0,3,0,0,0,0,45,medium-slow,238,ground,
501,5,oshawott,water,,0.5,5.9,blue,upright,regular,s1c3,308,55,55,45,63,45,45,0,0,0,1,0,0,45,medium-slow,62,ground,
502,5,dewott,water,,0.8,24.5,blue,upright,regular,s2c3,413,75,75,60,83,60,60,0,0,0,2,0,0,45,medium-slow,145,ground,
503,5,samurott,water,,1.5,94.6,blue,quadruped,regular,s3c3,528,95,100,85,108,70,70,0,0,0,3,0,0,45,medium-slow,238,ground,
504,5,patrat,normal,,0.5,11.6,brown,quadruped,regular,s1c2,255,45,55,39,35,39,42,0,1,0,0,0,0,255,medium,51,ground,
505,5,watchog,normal,,1.1,27.0,brown,upright,regular,s2c2,420,60,85,69,60,69,77,0,2,0,0,0,0,255,medium,147,ground,
506,5,lillipup,normal,,0.4,4.1,brown,quadruped,regular,s1c3,275,45,60,45,25,45,55,0,1,0,0,0,0,255,medium-slow,55,ground,
507,5,herdier,normal,,0.9,14.7,gray,quadruped,regular,s2c3,370,65,80,65,35,65,60,0,2,0,0,0,0,120,medium-slow,130,ground,
508,5,stoutland,normal,,1.2,61.0,gray,quadruped,regular,s3c3,500,85,110,90,45,90,80,0,3,0,0,0,0,45,medium-slow,225,ground,
509,5,purrloin,dark,,0.4,10.1,purple,quadruped,regular,s1c2,281,41,50,37,50,37,66,0,0,0,0,0,1,255,medium,56,ground,
510,5,liepard,dark,,1.1,37.5,purple,quadruped,regular,s2c2,446,64,88,50,88,50,106,0,0,0,0,0,2,90,medium,156,ground,
511,5,pansage,grass,,0.6,10.5,green,upright,regular,s1c2,316,50,53,48,53,48,64,0,0,0,0,0,1,190,medium,63,ground,
512,5,simisage,grass,,1.1,30.5,green,upright,regular,s2c2,498,75,98,63,98,63,101,0,0,0,0,0,2,75,medium,174,ground,
513,5,pansear,fire,,0.6,11.0,red,upright,regular,s1c2,316,50,53,48,53,48,64,0,0,0,0,0,1,190,medium,63,ground,
514,5,simisear,fire,,1.0,28.0,red,upright,regular,s2c2,498,75,98,63,98,63,101,0,0,0,0,0,2,75,medium,174,ground,
515,5,panpour,water,,0.6,13.5,blue,upright,regular,s1c2,316,50,53,48,53,48,64,0,0,0,0,0,1,190,medium,63,ground,
516,5,simipour,water,,1.0,29.0,blue,upright,regular,s2c2,498,75,98,63,98,63,101,0,0,0,0,0,2,75,medium,174,ground,
517,5,munna,psychic,,0.6,23.3,pink,quadruped,regular,s1c2,292,76,25,45,67,55,24,1,0,0,0,0,0,190,fast,58,ground,
518,5,musharna,psychic,,1.1,60.5,pink,humanoid,regular,s2c2,487,116,55,85,107,95,29,2,0,0,0,0,0,75,fast,170,ground,
519,5,pidove,normal,flying,0.3,2.1,gray,wings,regular,s1c3,264,50,55,50,36,30,43,0,1,0,0,0,0,255,medium-slow,53,flying,
520,5,tranquill,normal,flying,0.6,15.0,gray,wings,regular,s2c3,358,62,77,62,50,42,65,0,2,0,0,0,0,120,medium-slow,125,flying,
521,5,unfezant,normal,flying,1.2,29.0,gray,wings,regular,s3c3,488,80,115,80,65,55,93,0,3,0,0,0,0,45,medium-slow,220,flying,
522,5,blitzle,electric,,0.8,29.8,black,quadruped,regular,s1c2,295,45,60,32,50,32,76,0,0,0,0,0,1,190,medium,59,ground,
523,5,zebstrika,electric,,1.6,79.5,black,quadruped,regular,s2c2,497,75,100,63,80,63,116,0,0,0,0,0,2,75,medium,174,ground,
524,5,roggenrola,rock,,0.4,18.0,blue,legs,regular,s1c3,280,55,75,85,25,25,15,0,0,1,0,0,0,255,medium-slow,56,mineral,
525,5,boldore,rock,,0.9,102.0,blue,tentacles,regular,s2c3,390,70,105,105,50,40,20,0,1,1,0,0,0,120,medium-slow,137,mineral,
526,5,gigalith,rock,,1.7,260.0,blue,tentacles,regular,s3c3,515,85,135,130,60,80,25,0,3,0,0,0,0,45,medium-slow,232,mineral,
527,5,woobat,psychic,flying,0.4,2.1,blue,wings,regular,s1c2,323,65,45,43,55,43,72,0,0,0,0,0,1,190,medium,65,ground,flying
528,5,swoobat,psychic,flying,0.9,10.5,blue,wings,regular,s2c2,425,67,57,55,77,55,114,0,0,0,0,0,2,45,medium,149,ground,flying
529,5,drilbur,ground,,0.3,8.5,gray,upright,regular,s1c2,328,60,85,40,30,45,68,0,1,0,0,0,0,120,medium,66,ground,
530,5,excadrill,ground,steel,0.7,40.4,gray,humanoid,regular,s2c2,508,110,135,60,50,65,88,0,2,0,0,0,0,60,medium,178,ground,
531,5,audino,normal,,1.1,31.0,pink,upright,regular,single,445,103,60,86,60,86,50,2,0,0,0,0,0,255,fast,390,fairy,
532,5,timburr,fighting,,0.6,12.5,gray,humanoid,regular,s1c3,305,75,80,55,25,35,35,0,1,0,0,0,0,180,medium-slow,61,humanshape,
533,5,gurdurr,fighting,,1.2,40.0,gray,humanoid,regular,s2c3,405,85,105,85,40,50,40,0,2,0,0,0,0,90,medium-slow,142,humanshape,
534,5,conkeldurr,fighting,,1.4,87.0,brown,humanoid,regular,s3c3,505,105,140,95,55,65,45,0,3,0,0,0,0,45,medium-slow,227,humanshape,
535,5,tympole,water,,0.5,4.5,blue,fish,regular,s1c3,294,50,50,40,50,40,64,0,0,0,0,0,1,255,medium-slow,59,water1,
536,5,palpitoad,water,ground,0.8,17.0,blue,upright,regular,s2c3,384,75,65,55,65,55,69,2,0,0,0,0,0,120,medium-slow,134,water1,
537,5,seismitoad,water,ground,1.5,62.0,blue,humanoid,regular,s3c3,509,105,95,75,85,75,74,3,0,0,0,0,0,45,medium-slow,229,water1,
538,5,throh,fighting,,1.3,55.5,red,humanoid,regular,single,465,120,100,85,30,85,45,2,0,0,0,0,0,45,medium,163,humanshape,
539,5,sawk,fighting,,1.4,51.0,blue,humanoid,regular,single,465,75,125,75,30,75,85,0,2,0,0,0,0,45,medium,163,humanshape,
540,5,sewaddle,bug,grass,0.3,2.5,yellow,armor,regular,s1c3,310,45,53,70,40,60,42,0,0,1,0,0,0,255,medium-slow,62,bug,
541,5,swadloon,bug,grass,0.5,7.3,green,arms,regular,s2c3,380,55,63,90,50,80,42,0,0,2,0,0,0,120,medium-slow,133,bug,
542,5,leavanny,bug,grass,1.2,20.5,yellow,humanoid,regular,s3c3,500,75,103,80,70,80,92,0,3,0,0,0,0,45,medium-slow,225,bug,
543,5,venipede,bug,poison,0.4,5.3,red,armor,regular,s1c3,260,30,45,59,30,39,57,0,0,1,0,0,0,255,medium-slow,52,bug,
544,5,whirlipede,bug,poison,1.2,58.5,gray,ball,regular,s2c3,360,40,55,99,40,79,47,0,0,2,0,0,0,120,medium-slow,126,bug,
545,5,scolipede,bug,poison,2.5,200.5,red,armor,regular,s3c3,485,60,100,89,55,69,112,0,0,0,0,0,3,45,medium-slow,218,bug,
546,5,cottonee,grass,fairy,0.3,0.6,green,ball,regular,s1c2,280,40,27,60,37,50,66,0,0,0,0,0,1,190,medium,56,plant,fairy
