id,name,types,height,weight,hp,atk,def,sp_atk,sp_def,spe,total_stats,ev_hp,ev_atk,ev_def,ev_sp_atk,ev_sp_def,ev_spe,shape,color,capture_rate,gender_rate,growth_rate,generation,egg_groups,is_legendary,is_mythical,is_baby,category,base_experience,sprite,stage
300,skitty,normal,0.6,11.0,50,45,45,35,35,50,260,0,0,0,0,0,1,quadruped,pink,255,6,fast,3,ground/fairy,False,False,False,regular,52,0300_skitty.png,s1c2
301,delcatty,normal,1.1,32.6,70,65,65,55,55,90,400,1,0,0,0,0,1,quadruped,purple,60,6,fast,3,ground/fairy,False,False,False,regular,140,0301_delcatty.png,s2c2
302,sableye,dark/ghost,0.5,11.0,50,75,75,65,65,50,380,0,1,1,0,0,0,humanoid,purple,45,4,medium-slow,3,humanshape,False,False,False,regular,133,0302_sableye.png,single
303,mawile,steel/fairy,0.6,11.5,50,85,85,55,55,50,380,0,1,1,0,0,0,humanoid,black,45,4,fast,3,ground/fairy,False,False,False,regular,133,0303_mawile.png,single
304,aron,steel/rock,0.4,60.0,50,70,100,40,40,30,330,0,0,1,0,0,0,quadruped,gray,180,4,slow,3,monster,False,False,False,regular,66,0304_aron.png,s1c3
305,lairon,steel/rock,0.9,120.0,60,90,140,50,50,40,430,0,0,2,0,0,0,quadruped,gray,90,4,slow,3,monster,False,False,False,regular,151,0305_lairon.png,s2c3
306,aggron,steel/rock,2.1,360.0,70,110,180,60,60,50,530,0,0,3,0,0,0,upright,gray,45,4,slow,3,monster,False,False,False,regular,239,0306_aggron.png,s3c3
307,meditite,fighting/psychic,0.6,11.2,30,40,55,40,55,60,280,0,0,0,0,0,1,humanoid,blue,180,4,medium,3,humanshape,False,False,False,regular,56,0307_meditite.png,s1c2
308,medicham,fighting/psychic,1.3,31.5,60,60,75,60,75,80,410,0,0,0,0,0,2,humanoid,red,90,4,medium,3,humanshape,False,False,False,regular,144,0308_medicham.png,s2c2
309,electrike,electric,0.6,15.2,40,45,40,65,40,65,295,0,0,0,0,0,1,quadruped,green,120,4,slow,3,ground,False,False,False,regular,59,0309_electrike.png,s1c2
310,manectric,electric,1.5,40.2,70,75,60,105,60,105,475,0,0,0,0,0,2,quadruped,yellow,45,4,slow,3,ground,False,False,False,regular,166,0310_manectric.png,s2c2
311,plusle,electric,0.4,4.2,60,50,40,85,75,95,405,0,0,0,0,0,1,upright,yellow,200,4,medium,3,fairy,False,False,False,regular,142,0311_plusle.png,single
312,minun,electric,0.4,4.2,60,40,50,75,85,95,405,0,0,0,0,0,1,upright,yellow,200,4,medium,3,fairy,False,False,False,regular,142,0312_minun.png,single
313,volbeat,bug,0.7,17.7,65,73,75,47,85,85,430,0,0,0,0,0,1,upright,gray,150,0,slow-then-very-fast,3,bug/humanshape,False,False,False,regular,151,0313_volbeat.png,single
314,illumise,bug,0.6,17.7,65,47,75,73,85,85,430,0,0,0,0,0,1,humanoid,purple,150,8,fast-then-very-slow,3,bug/humanshape,False,False,False,regular,151,0314_illumise.png,single
315,roselia,grass/poison,0.3,2.0,50,60,45,100,80,65,400,0,0,0,2,0,0,humanoid,green,150,4,medium-slow,3,fairy/plant,False,False,False,regular,140,0315_roselia.png,s2c3
316,gulpin,poison,0.4,10.3,70,43,53,43,53,40,302,1,0,0,0,0,0,arms,green,225,4,fast-then-very-slow,3,indeterminate,False,False,False,regular,60,0316_gulpin.png,s1c2
317,swalot,poison,1.7,80.0,100,73,83,73,83,55,467,2,0,0,0,0,0,arms,purple,75,4,fast-then-very-slow,3,indeterminate,False,False,False,regular,163,0317_swalot.png,s2c2
318,carvanha,water/dark,0.8,20.8,45,90,20,65,20,65,305,0,1,0,0,0,0,fish,red,225,4,slow,3,water2,False,False,False,regular,61,0318_carvanha.png,s1c2
319,sharpedo,water/dark,1.8,88.8,70,120,40,95,40,95,460,0,2,0,0,0,0,fish,blue,60,4,slow,3,water2,False,False,False,regular,161,0319_sharpedo.png,s2c2
320,wailmer,water,2.0,130.0,130,70,35,70,35,60,400,1,0,0,0,0,0,fish,blue,125,4,fast-then-very-slow,3,ground/water2,False,False,False,regular,80,0320_wailmer.png,s1c2
321,wailord,water,14.5,398.0,170,90,45,90,45,60,500,2,0,0,0,0,0,fish,blue,60,4,fast-then-very-slow,3,ground/water2,False,False,False,regular,175,0321_wailord.png,s2c2
322,numel,fire/ground,0.7,24.0,60,60,40,65,45,35,305,0,0,0,1,0,0,quadruped,yellow,255,4,medium,3,ground,False,False,False,regular,61,0322_numel.png,s1c2
323,camerupt,fire/ground,1.9,220.0,70,100,70,105,75,40,460,0,1,0,1,0,0,quadruped,red,150,4,medium,3,ground,False,False,False,regular,161,0323_camerupt.png,s2c2
324,torkoal,fire,0.5,80.4,70,85,140,85,70,20,470,0,0,2,0,0,0,quadruped,brown,90,4,medium,3,ground,False,False,False,regular,165,0324_torkoal.png,single
325,spoink,psychic,0.7,30.6,60,25,35,70,80,60,330,0,0,0,0,1,0,arms,black,255,4,fast,3,ground,False,False,False,regular,66,0325_spoink.png,s1c2
326,grumpig,psychic,0.9,71.5,80,45,65,90,110,80,470,0,0,0,0,2,0,upright,purple,60,4,fast,3,ground,False,False,False,regular,165,0326_grumpig.png,s2c2
327,spinda,normal,1.1,5.0,60,60,60,60,60,60,360,0,0,0,1,0,0,upright,brown,255,4,fast,3,ground/humanshape,False,False,False,regular,126,0327_spinda.png,single
328,trapinch,ground,0.7,15.0,45,100,45,45,45,10,290,0,1,0,0,0,0,armor,brown,255,4,medium-slow,3,bug/dragon,False,False,False,regular,58,0328_trapinch.png,s1c3
329,vibrava,ground/dragon,1.1,15.3,50,70,50,50,50,70,340,0,1,0,0,0,1,bug-wings,green,120,4,medium-slow,3,bug/dragon,False,False,False,regular,119,0329_vibrava.png,s2c3
330,flygon,ground/dragon,2.0,82.0,80,100,80,80,80,100,520,0,1,0,0,0,2,wings,green,45,4,medium-slow,3,bug/dragon,False,False,False,regular,234,0330_flygon.png,s3c3
331,cacnea,grass,0.4,51.3,50,85,40,85,40,35,335,0,0,0,1,0,0,humanoid,green,190,4,medium-slow,3,plant/humanshape,False,False,False,regular,67,0331_cacnea.png,s1c2
332,cacturne,grass/dark,1.3,77.4,70,115,60,115,60,55,475,0,1,0,1,0,0,humanoid,green,60,4,medium-slow,3,plant/humanshape,False,False,False,regular,166,0332_cacturne.png,s2c2
333,swablu,normal/flying,0.4,1.2,45,40,60,40,75,50,310,0,0,0,0,1,0,wings,blue,255,4,slow-then-very-fast,3,flying/dragon,False,False,False,regular,62,0333_swablu.png,s1c2
334,altaria,dragon/flying,1.1,20.6,75,70,90,70,105,80,490,0,0,0,0,2,0,wings,blue,45,4,slow-then-very-fast,3,flying/dragon,False,False,False,regular,172,0334_altaria.png,s2c2
335,zangoose,normal,1.3,40.3,73,115,60,60,60,90,458,0,2,0,0,0,0,upright,white,90,4,slow-then-very-fast,3,ground,False,False,False,regular,160,0335_zangoose.png,single
336,seviper,poison,2.7,52.5,73,100,60,100,60,65,458,0,1,0,1,0,0,squiggle,black,90,4,fast-then-very-slow,3,ground/dragon,False,False,False,regular,160,0336_seviper.png,single
337,lunatone,rock/psychic,1.0,168.0,90,55,65,95,85,70,460,0,0,0,2,0,0,ball,yellow,45,-1,fast,3,mineral,False,False,False,regular,161,0337_lunatone.png,single
338,solrock,rock/psychic,1.2,154.0,90,95,85,55,65,70,460,0,2,0,0,0,0,ball,red,45,-1,fast,3,mineral,False,False,False,regular,161,0338_solrock.png,single
339,barboach,water/ground,0.4,1.9,50,48,43,46,41,60,288,1,0,0,0,0,0,fish,gray,190,4,medium,3,water2,False,False,False,regular,58,0339_barboach.png,s1c2
340,whiscash,water/ground,0.9,23.6,110,78,73,76,71,60,468,2,0,0,0,0,0,fish,blue,75,4,medium,3,water2,False,False,False,regular,164,0340_whiscash.png,s2c2
341,corphish,water,0.6,11.5,43,80,65,50,35,35,308,0,1,0,0,0,0,armor,red,205,4,fast-then-very-slow,3,water1/water3,False,False,False,regular,62,0341_corphish.png,s1c2
342,crawdaunt,water/dark,1.1,32.8,63,120,85,90,55,55,468,0,2,0,0,0,0,armor,red,155,4,fast-then-very-slow,3,water1/water3,False,False,False,regular,164,0342_crawdaunt.png,s2c2
343,baltoy,ground/psychic,0.5,21.5,40,40,55,40,70,55,300,0,0,0,0,1,0,arms,brown,255,-1,medium,3,mineral,False,False,False,regular,60,0343_baltoy.png,s1c2
344,claydol,ground/psychic,1.5,108.0,60,70,105,70,120,75,500,0,0,0,0,2,0,arms,black,90,-1,medium,3,mineral,False,False,False,regular,175,0344_claydol.png,s2c2
345,lileep,rock/grass,1.0,23.8,66,41,77,61,87,23,355,0,0,0,0,1,0,blob,purple,45,1,slow-then-very-fast,3,water3,False,False,False,regular,71,0345_lileep.png,s1c2
346,cradily,rock/grass,1.5,60.4,86,81,97,81,107,43,495,0,0,0,0,2,0,blob,green,45,1,slow-then-very-fast,3,water3,False,False,False,regular,173,0346_cradily.png,s2c2
347,anorith,rock/bug,0.7,12.5,45,95,50,40,50,75,355,0,1,0,0,0,0,armor,gray,45,1,slow-then-very-fast,3,water3,False,False,False,regular,71,0347_anorith.png,s1c2
348,armaldo,rock/bug,1.5,68.2,75,125,100,70,80,45,495,0,2,0,0,0,0,upright,gray,45,1,slow-then-very-fast,3,water3,False,False,False,regular,173,0348_armaldo.png,s2c2
349,feebas,water,0.6,7.4,20,15,20,10,55,80,200,0,0,0,0,0,1,fish,brown,255,4,slow-then-very-fast,3,water1/dragon,False,False,False,regular,40,0349_feebas.png,s1c2
350,milotic,water,6.2,162.0,95,60,79,100,125,81,540,0,0,0,0,2,0,squiggle,pink,60,4,slow-then-very-fast,3,water1/dragon,False,False,False,regular,189,0350_milotic.png,s2c2
351,castform,normal,0.3,0.8,70,70,70,70,70,70,420,1,0,0,0,0,0,ball,gray,45,4,medium,3,fairy/indeterminate,False,False,False,regular,147,0351_castform.png,single
352,kecleon,normal,1.0,22.0,60,90,70,60,120,40,440,0,0,0,0,1,0,upright,green,200,4,medium-slow,3,ground,False,False,False,regular,154,0352_kecleon.png,single
353,shuppet,ghost,0.6,2.3,44,75,35,63,33,45,295,0,1,0,0,0,0,ball,black,225,4,fast,3,indeterminate,False,False,False,regular,59,0353_shuppet.png,s1c2
354,banette,ghost,1.1,12.5,64,115,65,83,63,65,455,0,2,0,0,0,0,upright,black,45,4,fast,3,indeterminate,False,False,False,regular,159,0354_banette.png,s2c2
355,duskull,ghost,0.8,15.0,20,40,90,30,90,25,295,0,0,0,0,1,0,arms,black,190,4,fast,3,indeterminate,False,False,False,regular,59,0355_duskull.png,s1c3
356,dusclops,ghost,1.6,30.6,40,70,130,60,130,25,455,0,0,1,0,1,0,humanoid,black,90,4,fast,3,indeterminate,False,False,False,regular,159,0356_dusclops.png,s2c3
357,tropius,grass/flying,2.0,100.0,99,68,83,72,87,51,460,2,0,0,0,0,0,quadruped,green,200,4,slow,3,monster/plant,False,False,False,regular,161,0357_tropius.png,single
358,chimecho,psychic,0.6,1.0,75,50,80,95,90,65,455,0,0,0,1,1,0,arms,blue,45,4,fast,3,indeterminate,False,False,False,regular,159,0358_chimecho.png,s2c2
359,absol,dark,1.2,47.0,65,130,60,75,60,75,465,0,2,0,0,0,0,quadruped,white,30,4,medium-slow,3,ground,False,False,False,regular,163,0359_absol.png,single
360,wynaut,psychic,0.6,14.0,95,23,48,23,48,23,260,1,0,0,0,0,0,upright,blue,125,4,medium,3,no-eggs,False,False,True,baby,52,0360_wynaut.png,s1c2
361,snorunt,ice,0.7,16.8,50,50,50,50,50,50,300,1,0,0,0,0,0,humanoid,gray,190,4,medium,3,fairy/mineral,False,False,False,regular,60,0361_snorunt.png,s1c2
362,glalie,ice,1.5,256.5,80,80,80,80,80,80,480,2,0,0,0,0,0,ball,gray,75,4,medium,3,fairy/mineral,False,False,False,regular,168,0362_glalie.png,s2c2
363,spheal,ice/water,0.8,39.5,70,40,50,55,50,25,290,1,0,0,0,0,0,fish,blue,255,4,medium-slow,3,water1/ground,False,False,False,regular,58,0363_spheal.png,s1c3
364,sealeo,ice/water,1.1,87.6,90,60,70,75,70,45,410,2,0,0,0,0,0,fish,blue,120,4,medium-slow,3,water1/ground,False,False,False,regular,144,0364_sealeo.png,s2c3
365,walrein,ice/water,1.4,150.6,110,80,90,95,90,65,530,3,0,0,0,0,0,quadruped,blue,45,4,medium-slow,3,water1/ground,False,False,False,regular,239,0365_walrein.png,s3c3
366,clamperl,water,0.4,52.5,35,64,85,74,55,32,345,0,0,1,0,0,0,ball,blue,255,4,slow-then-very-fast,3,water1,False,False,False,regular,69,0366_clamperl.png,s1c2
367,huntail,water,1.7,27.0,55,104,105,94,75,52,485,0,1,1,0,0,0,squiggle,blue,60,4,slow-then-very-fast,3,water1,False,False,False,regular,170,0367_huntail.png,s2c2
368,gorebyss,water,1.8,22.6,55,84,105,114,75,52,485,0,0,0,2,0,0,squiggle,pink,60,4,slow-then-very-fast,3,water1,False,False,False,regular,170,0368_gorebyss.png,s2c2
369,relicanth,water/rock,1.0,23.4,100,90,130,45,65,55,485,1,0,1,0,0,0,fish,gray,25,1,slow,3,water1/water2,False,False,False,regular,170,0369_relicanth.png,single
370,luvdisc,water,0.6,8.7,43,30,55,40,65,97,330,0,0,0,0,0,1,fish,pink,225,6,fast,3,water2,False,False,False,regular,116,0370_luvdisc.png,single
371,bagon,dragon,0.6,42.1,45,75,60,40,30,50,300,0,1,0,0,0,0,humanoid,blue,45,4,slow,3,dragon,False,False,False,regular,60,0371_bagon.png,s1c3
372,shelgon,dragon,1.1,110.5,65,95,100,60,50,50,420,0,0,2,0,0,0,quadruped,white,45,4,slow,3,dragon,False,False,False,regular,147,0372_shelgon.png,s2c3
373,salamence,dragon/flying,1.5,102.6,95,135,80,110,80,100,600,0,3,0,0,0,0,quadruped,blue,45,4,slow,3,dragon,False,False,False,regular,270,0373_salamence.png,s3c3
374,beldum,steel/psychic,0.6,95.2,40,55,80,35,60,30,300,0,0,1,0,0,0,blob,blue,3,-1,slow,3,mineral,False,False,False,regular,60,0374_beldum.png,s1c3
375,metang,steel/psychic,1.2,202.5,60,75,100,55,80,50,420,0,0,2,0,0,0,arms,blue,3,-1,slow,3,mineral,False,False,False,regular,147,0375_metang.png,s2c3
376,metagross,steel/psychic,1.6,550.0,80,135,130,95,90,70,600,0,0,3,0,0,0,heads,blue,3,-1,slow,3,mineral,False,False,False,regular,270,0376_metagross.png,s3c3
377,regirock,rock,1.7,230.0,80,100,200,50,100,50,580,0,0,3,0,0,0,humanoid,brown,3,-1,slow,3,no-eggs,True,False,False,legendary,261,0377_regirock.png,single
378,regice,ice,1.8,175.0,80,50,100,100,200,50,580,0,0,0,0,3,0,humanoid,blue,3,-1,slow,3,no-eggs,True,False,False,legendary,261,0378_regice.png,single
379,registeel,steel,1.9,205.0,80,75,150,75,150,50,580,0,0,2,0,1,0,humanoid,gray,3,-1,slow,3,no-eggs,True,False,False,legendary,261,0379_registeel.png,single
380,latias,dragon/psychic,1.4,40.0,80,80,90,110,130,110,600,0,0,0,0,3,0,wings,red,3,8,slow,3,no-eggs,True,False,False,legendary,270,0380_latias.png,single
381,latios,dragon/psychic,2.0,60.0,80,90,80,130,110,110,600,0,0,0,3,0,0,wings,blue,3,0,slow,3,no-eggs,True,False,False,legendary,270,0381_latios.png,single
382,kyogre,water,4.5,352.0,100,100,90,150,140,90,670,0,0,0,3,0,0,fish,blue,3,-1,slow,3,no-eggs,True,False,False,legendary,302,0382_kyogre.png,single
383,groudon,ground,3.5,950.0,100,150,140,100,90,90,670,0,3,0,0,0,0,upright,red,3,-1,slow,3,no-eggs,True,False,False,legendary,302,0383_groudon.png,single
384,rayquaza,dragon/flying,7.0,206.5,105,150,90,150,90,95,680,0,2,0,1,0,0,squiggle,green,45,-1,slow,3,no-eggs,True,False,False,legendary,306,0384_rayquaza.png,single
385,jirachi,steel/psychic,0.3,1.1,100,100,100,100,100,100,600,3,0,0,0,0,0,humanoid,yellow,3,-1,slow,3,no-eggs,False,True,False,mythical,270,0385_jirachi.png,single
386,deoxys-normal,psychic,1.7,60.8,50,150,50,150,50,150,600,0,1,0,1,0,1,humanoid,red,3,-1,slow,3,no-eggs,False,True,False,mythical,270,0386_deoxys_normal.png,single
387,turtwig,grass,0.4,10.2,55,68,64,45,55,31,318,0,1,0,0,0,0,quadruped,green,45,1,medium-slow,4,monster/plant,False,False,False,regular,64,0387_turtwig.png,s1c3
388,grotle,grass,1.1,97.0,75,89,85,55,65,36,405,0,1,1,0,0,0,quadruped,green,45,1,medium-slow,4,monster/plant,False,False,False,regular,142,0388_grotle.png,s2c3
389,torterra,grass/ground,2.2,310.0,95,109,105,75,85,56,525,0,2,1,0,0,0,quadruped,green,45,1,medium-slow,4,monster/plant,False,False,False,regular,236,0389_torterra.png,s3c3
390,chimchar,fire,0.5,6.2,44,58,44,58,44,61,309,0,0,0,0,0,1,upright,brown,45,1,medium-slow,4,ground/humanshape,False,False,False,regular,62,0390_chimchar.png,s1c3
391,monferno,fire/fighting,0.9,22.0,64,78,52,78,52,81,405,0,0,0,1,0,1,upright,brown,45,1,medium-slow,4,ground/humanshape,False,False,False,regular,142,0391_monferno.png,s2c3
392,infernape,fire/fighting,1.2,55.0,76,104,71,104,71,108,534,0,1,0,1,0,1,upright,brown,45,1,medium-slow,4,ground/humanshape,False,False,False,regular,240,0392_infernape.png,s3c3
393,piplup,water,0.4,5.2,53,51,53,61,56,40,314,0,0,0,1,0,0,humanoid,blue,45,1,medium-slow,4,water1/ground,False,False,False,regular,63,0393_piplup.png,s1c3
394,prinplup,water,0.8,23.0,64,66,68,81,76,50,405,0,0,0,2,0,0,upright,blue,45,1,medium-slow,4,water1/ground,False,False,False,regular,142,0394_prinplup.png,s2c3
395,empoleon,water/steel,1.7,84.5,84,86,88,111,101,60,530,0,0,0,3,0,0,upright,blue,45,1,medium-slow,4,water1/ground,False,False,False,regular,239,0395_empoleon.png,s3c3
396,starly,normal/flying,0.3,2.0,40,55,30,30,30,60,245,0,0,0,0,0,1,wings,brown,255,4,medium-slow,4,flying,False,False,False,regular,49,0396_starly.png,s1c3
397,staravia,normal/flying,0.6,15.5,55,75,50,40,40,80,340,0,0,0,0,0,2,wings,brown,120,4,medium-slow,4,flying,False,False,False,regular,119,0397_staravia.png,s2c3
398,staraptor,normal/flying,1.2,24.9,85,120,70,50,60,100,485,0,3,0,0,0,0,wings,brown,45,4,medium-slow,4,flying,False,False,False,regular,218,0398_staraptor.png,s3c3
399,bidoof,normal,0.5,20.0,59,45,40,35,40,31,250,1,0,0,0,0,0,quadruped,brown,255,4,medium,4,water1/ground,False,False,False,regular,50,0399_bidoof.png,s1c2
400,bibarel,normal/water,1.0,31.5,79,85,60,55,60,71,410,0,2,0,0,0,0,upright,brown,127,4,medium,4,water1/ground,False,False,False,regular,144,0400_bibarel.png,s2c2
401,kricketot,bug,0.3,2.2,37,25,41,25,41,25,194,0,0,1,0,0,0,humanoid,red,255,4,medium-slow,4,bug,False,False,False,regular,39,0401_kricketot.png,s1c2
402,kricketune,bug,1.0,25.5,77,85,51,55,51,65,384,0,2,0,0,0,0,bug-wings,red,45,4,medium-slow,4,bug,False,False,False,regular,134,0402_kricketune.png,s2c2
403,shinx,electric,0.5,9.5,45,65,34,40,34,45,263,0,1,0,0,0,0,quadruped,blue,235,4,medium-slow,4,ground,False,False,False,regular,53,0403_shinx.png,s1c3
404,luxio,electric,0.9,30.5,60,85,49,60,49,60,363,0,2,0,0,0,0,quadruped,blue,120,4,medium-slow,4,ground,False,False,False,regular,127,0404_luxio.png,s2c3
405,luxray,electric,1.4,42.0,80,120,79,95,79,70,523,0,3,0,0,0,0,quadruped,blue,45,4,medium-slow,4,ground,False,False,False,regular,235,0405_luxray.png,s3c3
406,budew,grass/poison,0.2,1.2,40,30,35,50,70,55,280,0,0,0,1,0,0,humanoid,green,255,4,medium-slow,4,no-eggs,False,False,True,baby,56,0406_budew.png,s1c3
407,roserade,grass/poison,0.9,14.5,60,70,65,125,105,90,515,0,0,0,3,0,0,humanoid,green,75,4,medium-slow,4,fairy/plant,False,False,False,regular,232,0407_roserade.png,s3c3
408,cranidos,rock,0.9,31.5,67,125,40,30,30,58,350,0,1,0,0,0,0,upright,blue,45,1,slow-then-very-fast,4,monster,False,False,False,regular,70,0408_cranidos.png,s1c2
409,rampardos,rock,1.6,102.5,97,165,60,65,50,58,495,0,2,0,0,0,0,upright,blue,45,1,slow-then-very-fast,4,monster,False,False,False,regular,173,0409_rampardos.png,s2c2
410,shieldon,rock/steel,0.5,57.0,30,42,118,42,88,30,350,0,0,1,0,0,0,quadruped,gray,45,1,slow-then-very-fast,4,monster,False,False,False,regular,70,0410_shieldon.png,s1c2
411,bastiodon,rock/steel,1.3,149.5,60,52,168,47,138,30,495,0,0,2,0,0,0,quadruped,gray,45,1,slow-then-very-fast,4,monster,False,False,False,regular,173,0411_bastiodon.png,s2c2
412,burmy,bug,0.2,3.4,40,29,45,29,45,36,224,0,0,0,0,1,0,blob,green,120,4,medium,4,bug,False,False,False,regular,45,0412_burmy.png,s1c2
413,wormadam-plant,bug/grass,0.5,6.5,60,59,85,79,105,36,424,0,0,0,0,2,0,blob,green,45,8,medium,4,bug,False,False,False,regular,148,0413_wormadam_plant.png,s2c2
414,mothim,bug/flying,0.9,23.3,70,94,50,94,50,66,424,0,1,0,1,0,0,bug-wings,yellow,45,0,medium,4,bug,False,False,False,regular,148,0414_mothim.png,s2c2
415,combee,bug/flying,0.3,5.5,30,30,42,30,42,70,244,0,0,0,0,0,1,heads,yellow,120,1,medium-slow,4,bug,False,False,False,regular,49,0415_combee.png,s1c2
416,vespiquen,bug/flying,1.2,38.5,70,80,102,80,102,40,474,0,0,1,0,1,0,bug-wings,yellow,45,8,medium-slow,4,bug,False,False,False,regular,166,0416_vespiquen.png,s2c2
417,pachirisu,electric,0.4,3.9,60,45,70,45,90,95,405,0,0,0,0,0,1,quadruped,white,200,4,medium,4,ground/fairy,False,False,False,regular,142,0417_pachirisu.png,single
418,buizel,water,0.7,29.5,55,65,35,60,30,85,330,0,0,0,0,0,1,quadruped,brown,190,4,medium,4,water1/ground,False,False,False,regular,66,0418_buizel.png,s1c2
419,floatzel,water,1.1,33.5,85,105,55,85,50,115,495,0,0,0,0,0,2,quadruped,brown,75,4,medium,4,water1/ground,False,False,False,regular,173,0419_floatzel.png,s2c2
420,cherubi,grass,0.4,3.3,45,35,45,62,53,35,275,0,0,0,1,0,0,heads,pink,190,4,medium,4,fairy/plant,False,False,False,regular,55,0420_cherubi.png,s1c2
421,cherrim,grass,0.5,9.3,70,60,70,87,78,85,450,0,0,0,2,0,0,legs,purple,75,4,medium,4,fairy/plant,False,False,False,regular,158,0421_cherrim.png,s2c2
422,shellos,water,0.3,6.3,76,48,48,57,62,34,325,1,0,0,0,0,0,squiggle,purple,190,4,medium,4,water1/indeterminate,False,False,False,regular,65,0422_shellos.png,s1c2
423,gastrodon,water/ground,0.9,29.9,111,83,68,92,82,39,475,2,0,0,0,0,0,squiggle,purple,75,4,medium,4,water1/indeterminate,False,False,False,regular,166,0423_gastrodon.png,s2c2
424,ambipom,normal,1.2,20.3,75,100,66,60,66,115,482,0,0,0,0,0,2,upright,purple,45,4,fast,4,ground,False,False,False,regular,169,0424_ambipom.png,s2c2
425,drifloon,ghost/flying,0.4,1.2,90,50,34,60,44,70,348,1,0,0,0,0,0,arms,purple,125,4,fast-then-very-slow,4,indeterminate,False,False,False,regular,70,0425_drifloon.png,s1c2
426,drifblim,ghost/flying,1.2,15.0,150,80,44,90,54,80,498,2,0,0,0,0,0,arms,purple,60,4,fast-then-very-slow,4,indeterminate,False,False,False,regular,174,0426_drifblim.png,s2c2
427,buneary,normal,0.4,5.5,55,66,44,44,56,85,350,0,0,0,0,0,1,upright,brown,190,4,medium,4,ground/humanshape,False,False,False,regular,70,0427_buneary.png,s1c2
428,lopunny,normal,1.2,33.3,65,76,84,54,96,105,480,0,0,0,0,0,2,upright,brown,60,4,medium,4,ground/humanshape,False,False,False,regular,168,0428_lopunny.png,s2c2
429,mismagius,ghost,0.9,4.4,60,60,60,105,105,105,495,0,0,0,1,1,0,ball,purple,45,4,fast,4,indeterminate,False,False,False,regular,173,0429_mismagius.png,s2c2
430,honchkrow,dark/flying,0.9,27.3,100,125,52,105,52,71,505,0,2,0,0,0,0,wings,black,30,4,medium-slow,4,flying,False,False,False,regular,177,0430_honchkrow.png,s2c2
431,glameow,normal,0.5,3.9,49,55,42,42,37,85,310,0,0,0,0,0,1,quadruped,gray,190,6,fast,4,ground,False,False,False,regular,62,0431_glameow.png,s1c2
432,purugly,normal,1.0,43.8,71,82,64,64,59,112,452,0,0,0,0,0,2,quadruped,gray,75,6,fast,4,ground,False,False,False,regular,158,0432_purugly.png,s2c2
433,chingling,psychic,0.2,0.6,45,30,50,65,50,45,285,0,0,0,1,0,0,humanoid,yellow,120,4,fast,4,no-eggs,False,False,True,baby,57,0433_chingling.png,s1c2
434,stunky,poison/dark,0.4,19.2,63,63,47,41,41,74,329,0,0,0,0,0,1,quadruped,purple,225,4,medium,4,ground,False,False,False,regular,66,0434_stunky.png,s1c2
435,skuntank,poison/dark,1.0,38.0,103,93,67,71,61,84,479,2,0,0,0,0,0,quadruped,purple,60,4,medium,4,ground,False,False,False,regular,168,0435_skuntank.png,s2c2
436,bronzor,steel/psychic,0.5,60.5,57,24,86,24,86,23,300,0,0,1,0,0,0,ball,green,255,-1,medium,4,mineral,False,False,False,regular,60,0436_bronzor.png,s1c2
437,bronzong,steel/psychic,1.3,187.0,67,89,116,79,116,33,500,0,0,1,0,1,0,arms,green,90,-1,medium,4,mineral,False,False,False,regular,175,0437_bronzong.png,s2c2
438,bonsly,rock,0.5,15.0,50,80,95,10,45,10,290,0,0,1,0,0,0,legs,brown,255,4,medium,4,no-eggs,False,False,True,baby,58,0438_bonsly.png,s1c2
439,mime-jr,psychic/fairy,0.6,13.0,20,25,45,70,90,60,310,0,0,0,0,1,0,humanoid,pink,145,4,medium,4,no-eggs,False,False,True,baby,62,0439_mime_jr.png,s1c2
440,happiny,normal,0.6,24.4,100,5,5,15,65,30,220,1,0,0,0,0,0,humanoid,pink,130,8,fast,4,no-eggs,False,False,True,baby,110,0440_happiny.png,s1c3
441,chatot,normal/flying,0.5,1.9,76,65,45,92,42,91,411,0,1,0,0,0,0,wings,black,30,4,medium-slow,4,flying,False,False,False,regular,144,0441_chatot.png,single
442,spiritomb,ghost/dark,1.0,108.0,50,92,108,92,108,35,485,0,0,1,0,1,0,blob,purple,100,4,medium,4,indeterminate,False,False,False,regular,170,0442_spiritomb.png,single
443,gible,dragon/ground,0.7,20.5,58,70,45,40,45,42,300,0,1,0,0,0,0,upright,blue,45,4,slow,4,monster/dragon,False,False,False,regular,60,0443_gible.png,s1c3
444,gabite,dragon/ground,1.4,56.0,68,90,65,50,55,82,410,0,2,0,0,0,0,upright,blue,45,4,slow,4,monster/dragon,False,False,False,regular,144,0444_gabite.png,s2c3
445,garchomp,dragon/ground,1.9,95.0,108,130,95,80,85,102,600,0,3,0,0,0,0,upright,blue,45,4,slow,4,monster/dragon,False,False,False,regular,270,0445_garchomp.png,s3c3
446,munchlax,normal,0.6,105.0,135,85,40,40,85,5,390,1,0,0,0,0,0,humanoid,black,50,1,slow,4,no-eggs,False,False,True,baby,78,0446_munchlax.png,s1c2
447,riolu,fighting,0.7,20.2,40,70,40,35,40,60,285,0,1,0,0,0,0,upright,blue,75,1,medium-slow,4,no-eggs,False,False,True,baby,57,0447_riolu.png,s1c2
448,lucario,fighting/steel,1.2,54.0,70,110,70,115,70,90,525,0,1,0,1,0,0,upright,blue,45,1,medium-slow,4,ground/humanshape,False,False,False,regular,184,0448_lucario.png,s2c2
