id,name,height,weight,total_stats,hp,atk,def_,sp_atk,sp_def,spe,ev_hp,ev_atk,ev_def,ev_sp_atk,ev_sp_def,ev_spe,shape,color,capture_rate,gender_rate,growth_rate,generation,is_legendary,is_mythical,is_baby,rarity,base_experience,stage,type_1,type_2,egg_group_1,egg_group_2
330,flygon,2.0,82.0,520,80,100,80,80,80,100,0,1,0,0,0,2,wings,green,45,4,medium-slow,3,False,False,False,regular,234,s3c3,ground,dragon,bug,dragon
331,cacnea,0.4,51.3,335,50,85,40,85,40,35,0,0,0,1,0,0,humanoid,green,190,4,medium-slow,3,False,False,False,regular,67,s1c2,grass,,plant,humanshape
332,cacturne,1.3,77.4,475,70,115,60,115,60,55,0,1,0,1,0,0,humanoid,green,60,4,medium-slow,3,False,False,False,regular,166,s2c2,grass,dark,plant,humanshape
333,swablu,0.4,1.2,310,45,40,60,40,75,50,0,0,0,0,1,0,wings,blue,255,4,slow-then-very-fast,3,False,False,False,regular,62,s1c2,normal,flying,flying,dragon
334,altaria,1.1,20.6,490,75,70,90,70,105,80,0,0,0,0,2,0,wings,blue,45,4,slow-then-very-fast,3,False,False,False,regular,172,s2c2,dragon,flying,flying,dragon
335,zangoose,1.3,40.3,458,73,115,60,60,60,90,0,2,0,0,0,0,upright,white,90,4,slow-then-very-fast,3,False,False,False,regular,160,single,normal,,ground,
336,seviper,2.7,52.5,458,73,100,60,100,60,65,0,1,0,1,0,0,squiggle,black,90,4,fast-then-very-slow,3,False,False,False,regular,160,single,poison,,ground,dragon
337,lunatone,1.0,168.0,460,90,55,65,95,85,70,0,0,0,2,0,0,ball,yellow,45,-1,fast,3,False,False,False,regular,161,single,rock,psychic,mineral,
338,solrock,1.2,154.0,460,90,95,85,55,65,70,0,2,0,0,0,0,ball,red,45,-1,fast,3,False,False,False,regular,161,single,rock,psychic,mineral,
339,barboach,0.4,1.9,288,50,48,43,46,41,60,1,0,0,0,0,0,fish,gray,190,4,medium,3,False,False,False,regular,58,s1c2,water,ground,water2,
340,whiscash,0.9,23.6,468,110,78,73,76,71,60,2,0,0,0,0,0,fish,blue,75,4,medium,3,False,False,False,regular,164,s2c2,water,ground,water2,
341,corphish,0.6,11.5,308,43,80,65,50,35,35,0,1,0,0,0,0,armor,red,205,4,fast-then-very-slow,3,False,False,False,regular,62,s1c2,water,,water1,water3
342,crawdaunt,1.1,32.8,468,63,120,85,90,55,55,0,2,0,0,0,0,armor,red,155,4,fast-then-very-slow,3,False,False,False,regular,164,s2c2,water,dark,water1,water3
343,baltoy,0.5,21.5,300,40,40,55,40,70,55,0,0,0,0,1,0,arms,brown,255,-1,medium,3,False,False,False,regular,60,s1c2,ground,psychic,mineral,
344,claydol,1.5,108.0,500,60,70,105,70,120,75,0,0,0,0,2,0,arms,black,90,-1,medium,3,False,False,False,regular,175,s2c2,ground,psychic,mineral,
345,lileep,1.0,23.8,355,66,41,77,61,87,23,0,0,0,0,1,0,blob,purple,45,1,slow-then-very-fast,3,False,False,False,regular,71,s1c2,rock,grass,water3,
346,cradily,1.5,60.4,495,86,81,97,81,107,43,0,0,0,0,2,0,blob,green,45,1,slow-then-very-fast,3,False,False,False,regular,173,s2c2,rock,grass,water3,
347,anorith,0.7,12.5,355,45,95,50,40,50,75,0,1,0,0,0,0,armor,gray,45,1,slow-then-very-fast,3,False,False,False,regular,71,s1c2,rock,bug,water3,
348,armaldo,1.5,68.2,495,75,125,100,70,80,45,0,2,0,0,0,0,upright,gray,45,1,slow-then-very-fast,3,False,False,False,regular,173,s2c2,rock,bug,water3,
349,feebas,0.6,7.4,200,20,15,20,10,55,80,0,0,0,0,0,1,fish,brown,255,4,slow-then-very-fast,3,False,False,False,regular,40,s1c2,water,,water1,dragon
350,milotic,6.2,162.0,540,95,60,79,100,125,81,0,0,0,0,2,0,squiggle,pink,60,4,slow-then-very-fast,3,False,False,False,regular,189,s2c2,water,,water1,dragon
351,castform,0.3,0.8,420,70,70,70,70,70,70,1,0,0,0,0,0,ball,gray,45,4,medium,3,False,False,False,regular,147,single,normal,,fairy,indeterminate
352,kecleon,1.0,22.0,440,60,90,70,60,120,40,0,0,0,0,1,0,upright,green,200,4,medium-slow,3,False,False,False,regular,154,single,normal,,ground,
353,shuppet,0.6,2.3,295,44,75,35,63,33,45,0,1,0,0,0,0,ball,black,225,4,fast,3,False,False,False,regular,59,s1c2,ghost,,indeterminate,
354,banette,1.1,12.5,455,64,115,65,83,63,65,0,2,0,0,0,0,upright,black,45,4,fast,3,False,False,False,regular,159,s2c2,ghost,,indeterminate,
355,duskull,0.8,15.0,295,20,40,90,30,90,25,0,0,0,0,1,0,arms,black,190,4,fast,3,False,False,False,regular,59,s1c3,ghost,,indeterminate,
356,dusclops,1.6,30.6,455,40,70,130,60,130,25,0,0,1,0,1,0,humanoid,black,90,4,fast,3,False,False,False,regular,159,s2c3,ghost,,indeterminate,
357,tropius,2.0,100.0,460,99,68,83,72,87,51,2,0,0,0,0,0,quadruped,green,200,4,slow,3,False,False,False,regular,161,single,grass,flying,monster,plant
358,chimecho,0.6,1.0,455,75,50,80,95,90,65,0,0,0,1,1,0,arms,blue,45,4,fast,3,False,False,False,regular,159,s2c2,psychic,,indeterminate,
359,absol,1.2,47.0,465,65,130,60,75,60,75,0,2,0,0,0,0,quadruped,white,30,4,medium-slow,3,False,False,False,regular,163,single,dark,,ground,
360,wynaut,0.6,14.0,260,95,23,48,23,48,23,1,0,0,0,0,0,upright,blue,125,4,medium,3,False,False,True,regular,52,s1c2,psychic,,no-eggs,
361,snorunt,0.7,16.8,300,50,50,50,50,50,50,1,0,0,0,0,0,humanoid,gray,190,4,medium,3,False,False,False,regular,60,s1c2,ice,,fairy,mineral
362,glalie,1.5,256.5,480,80,80,80,80,80,80,2,0,0,0,0,0,ball,gray,75,4,medium,3,False,False,False,regular,168,s2c2,ice,,fairy,mineral
363,spheal,0.8,39.5,290,70,40,50,55,50,25,1,0,0,0,0,0,fish,blue,255,4,medium-slow,3,False,False,False,regular,58,s1c3,ice,water,water1,ground
364,sealeo,1.1,87.6,410,90,60,70,75,70,45,2,0,0,0,0,0,fish,blue,120,4,medium-slow,3,False,False,False,regular,144,s2c3,ice,water,water1,ground
365,walrein,1.4,150.6,530,110,80,90,95,90,65,3,0,0,0,0,0,quadruped,blue,45,4,medium-slow,3,False,False,False,regular,239,s3c3,ice,water,water1,ground
366,clamperl,0.4,52.5,345,35,64,85,74,55,32,0,0,1,0,0,0,ball,blue,255,4,slow-then-very-fast,3,False,False,False,regular,69,s1c2,water,,water1,
367,huntail,1.7,27.0,485,55,104,105,94,75,52,0,1,1,0,0,0,squiggle,blue,60,4,slow-then-very-fast,3,False,False,False,regular,170,s2c2,water,,water1,
368,gorebyss,1.8,22.6,485,55,84,105,114,75,52,0,0,0,2,0,0,squiggle,pink,60,4,slow-then-very-fast,3,False,False,False,regular,170,s2c2,water,,water1,
369,relicanth,1.0,23.4,485,100,90,130,45,65,55,1,0,1,0,0,0,fish,gray,25,1,slow,3,False,False,False,regular,170,single,water,rock,water1,water2
370,luvdisc,0.6,8.7,330,43,30,55,40,65,97,0,0,0,0,0,1,fish,pink,225,6,fast,3,False,False,False,regular,116,single,water,,water2,
371,bagon,0.6,42.1,300,45,75,60,40,30,50,0,1,0,0,0,0,humanoid,blue,45,4,slow,3,False,False,False,regular,60,s1c3,dragon,,dragon,
372,shelgon,1.1,110.5,420,65,95,100,60,50,50,0,0,2,0,0,0,quadruped,white,45,4,slow,3,False,False,False,regular,147,s2c3,dragon,,dragon,
373,salamence,1.5,102.6,600,95,135,80,110,80,100,0,3,0,0,0,0,quadruped,blue,45,4,slow,3,False,False,False,regular,270,s3c3,dragon,flying,dragon,
374,beldum,0.6,95.2,300,40,55,80,35,60,30,0,0,1,0,0,0,blob,blue,3,-1,slow,3,False,False,False,regular,60,s1c3,steel,psychic,mineral,
375,metang,1.2,202.5,420,60,75,100,55,80,50,0,0,2,0,0,0,arms,blue,3,-1,slow,3,False,False,False,regular,147,s2c3,steel,psychic,mineral,
376,metagross,1.6,550.0,600,80,135,130,95,90,70,0,0,3,0,0,0,heads,blue,3,-1,slow,3,False,False,False,regular,270,s3c3,steel,psychic,mineral,
377,regirock,1.7,230.0,580,80,100,200,50,100,50,0,0,3,0,0,0,humanoid,brown,3,-1,slow,3,True,False,False,legendary,261,single,rock,,no-eggs,
378,regice,1.8,175.0,580,80,50,100,100,200,50,0,0,0,0,3,0,humanoid,blue,3,-1,slow,3,True,False,False,legendary,261,single,ice,,no-eggs,
379,registeel,1.9,205.0,580,80,75,150,75,150,50,0,0,2,0,1,0,humanoid,gray,3,-1,slow,3,True,False,False,legendary,261,single,steel,,no-eggs,
380,latias,1.4,40.0,600,80,80,90,110,130,110,0,0,0,0,3,0,wings,red,3,8,slow,3,True,False,False,legendary,270,single,dragon,psychic,no-eggs,
381,latios,2.0,60.0,600,80,90,80,130,110,110,0,0,0,3,0,0,wings,blue,3,0,slow,3,True,False,False,legendary,270,single,dragon,psychic,no-eggs,
382,kyogre,4.5,352.0,670,100,100,90,150,140,90,0,0,0,3,0,0,fish,blue,3,-1,slow,3,True,False,False,legendary,302,single,water,,no-eggs,
383,groudon,3.5,950.0,670,100,150,140,100,90,90,0,3,0,0,0,0,upright,red,3,-1,slow,3,True,False,False,legendary,302,single,ground,,no-eggs,
384,rayquaza,7.0,206.5,680,105,150,90,150,90,95,0,2,0,1,0,0,squiggle,green,45,-1,slow,3,True,False,False,legendary,306,single,dragon,flying,no-eggs,
385,jirachi,0.3,1.1,600,100,100,100,100,100,100,3,0,0,0,0,0,humanoid,yellow,3,-1,slow,3,False,True,False,legendary,270,single,steel,psychic,no-eggs,
386,deoxys,1.7,60.8,600,50,150,50,150,50,150,0,1,0,1,0,1,humanoid,red,3,-1,slow,3,False,True,False,legendary,270,single,psychic,,no-eggs,
387,turtwig,0.4,10.2,318,55,68,64,45,55,31,0,1,0,0,0,0,quadruped,green,45,1,medium-slow,4,False,False,False,regular,64,s1c3,grass,,monster,plant
388,grotle,1.1,97.0,405,75,89,85,55,65,36,0,1,1,0,0,0,quadruped,green,45,1,medium-slow,4,False,False,False,regular,142,s2c3,grass,,monster,plant
389,torterra,2.2,310.0,525,95,109,105,75,85,56,0,2,1,0,0,0,quadruped,green,45,1,medium-slow,4,False,False,False,regular,236,s3c3,grass,ground,monster,plant
390,chimchar,0.5,6.2,309,44,58,44,58,44,61,0,0,0,0,0,1,upright,brown,45,1,medium-slow,4,False,False,False,regular,62,s1c3,fire,,ground,humanshape
391,monferno,0.9,22.0,405,64,78,52,78,52,81,0,0,0,1,0,1,upright,brown,45,1,medium-slow,4,False,False,False,regular,142,s2c3,fire,fighting,ground,humanshape
392,infernape,1.2,55.0,534,76,104,71,104,71,108,0,1,0,1,0,1,upright,brown,45,1,medium-slow,4,False,False,False,regular,240,s3c3,fire,fighting,ground,humanshape
393,piplup,0.4,5.2,314,53,51,53,61,56,40,0,0,0,1,0,0,humanoid,blue,45,1,medium-slow,4,False,False,False,regular,63,s1c3,water,,water1,ground
394,prinplup,0.8,23.0,405,64,66,68,81,76,50,0,0,0,2,0,0,upright,blue,45,1,medium-slow,4,False,False,False,regular,142,s2c3,water,,water1,ground
395,empoleon,1.7,84.5,530,84,86,88,111,101,60,0,0,0,3,0,0,upright,blue,45,1,medium-slow,4,False,False,False,regular,239,s3c3,water,steel,water1,ground
396,starly,0.3,2.0,245,40,55,30,30,30,60,0,0,0,0,0,1,wings,brown,255,4,medium-slow,4,False,False,False,regular,49,s1c3,normal,flying,flying,
397,staravia,0.6,15.5,340,55,75,50,40,40,80,0,0,0,0,0,2,wings,brown,120,4,medium-slow,4,False,False,False,regular,119,s2c3,normal,flying,flying,
398,staraptor,1.2,24.9,485,85,120,70,50,60,100,0,3,0,0,0,0,wings,brown,45,4,medium-slow,4,False,False,False,regular,218,s3c3,normal,flying,flying,
399,bidoof,0.5,20.0,250,59,45,40,35,40,31,1,0,0,0,0,0,quadruped,brown,255,4,medium,4,False,False,False,regular,50,s1c2,normal,,water1,ground
400,bibarel,1.0,31.5,410,79,85,60,55,60,71,0,2,0,0,0,0,upright,brown,127,4,medium,4,False,False,False,regular,144,s2c2,normal,water,water1,ground
401,kricketot,0.3,2.2,194,37,25,41,25,41,25,0,0,1,0,0,0,humanoid,red,255,4,medium-slow,4,False,False,False,regular,39,s1c2,bug,,bug,
402,kricketune,1.0,25.5,384,77,85,51,55,51,65,0,2,0,0,0,0,bug-wings,red,45,4,medium-slow,4,False,False,False,regular,134,s2c2,bug,,bug,
403,shinx,0.5,9.5,263,45,65,34,40,34,45,0,1,0,0,0,0,quadruped,blue,235,4,medium-slow,4,False,False,False,regular,53,s1c3,electric,,ground,
404,luxio,0.9,30.5,363,60,85,49,60,49,60,0,2,0,0,0,0,quadruped,blue,120,4,medium-slow,4,False,False,False,regular,127,s2c3,electric,,ground,
405,luxray,1.4,42.0,523,80,120,79,95,79,70,0,3,0,0,0,0,quadruped,blue,45,4,medium-slow,4,False,False,False,regular,235,s3c3,electric,,ground,
406,budew,0.2,1.2,280,40,30,35,50,70,55,0,0,0,1,0,0,humanoid,green,255,4,medium-slow,4,False,False,True,regular,56,s1c3,grass,poison,no-eggs,
407,roserade,0.9,14.5,515,60,70,65,125,105,90,0,0,0,3,0,0,humanoid,green,75,4,medium-slow,4,False,False,False,regular,232,s3c3,grass,poison,fairy,plant
408,cranidos,0.9,31.5,350,67,125,40,30,30,58,0,1,0,0,0,0,upright,blue,45,1,slow-then-very-fast,4,False,False,False,regular,70,s1c2,rock,,monster,
409,rampardos,1.6,102.5,495,97,165,60,65,50,58,0,2,0,0,0,0,upright,blue,45,1,slow-then-very-fast,4,False,False,False,regular,173,s2c2,rock,,monster,
410,shieldon,0.5,57.0,350,30,42,118,42,88,30,0,0,1,0,0,0,quadruped,gray,45,1,slow-then-very-fast,4,False,False,False,regular,70,s1c2,rock,steel,monster,
411,bastiodon,1.3,149.5,495,60,52,168,47,138,30,0,0,2,0,0,0,quadruped,gray,45,1,slow-then-very-fast,4,False,False,False,regular,173,s2c2,rock,steel,monster,
412,burmy,0.2,3.4,224,40,29,45,29,45,36,0,0,0,0,1,0,blob,green,120,4,medium,4,False,False,False,regular,45,s1c2,bug,,bug,
413,wormadam,0.5,6.5,424,60,59,85,79,105,36,0,0,0,0,2,0,blob,green,45,8,medium,4,False,False,False,regular,148,s2c2,bug,grass,bug,
414,mothim,0.9,23.3,424,70,94,50,94,50,66,0,1,0,1,0,0,bug-wings,yellow,45,0,medium,4,False,False,False,regular,148,s2c2,bug,flying,bug,
415,combee,0.3,5.5,244,30,30,42,30,42,70,0,0,0,0,0,1,heads,yellow,120,1,medium-slow,4,False,False,False,regular,49,s1c2,bug,flying,bug,
416,vespiquen,1.2,38.5,474,70,80,102,80,102,40,0,0,1,0,1,0,bug-wings,yellow,45,8,medium-slow,4,False,False,False,regular,166,s2c2,bug,flying,bug,
417,pachirisu,0.4,3.9,405,60,45,70,45,90,95,0,0,0,0,0,1,quadruped,white,200,4,medium,4,False,False,False,regular,142,single,electric,,ground,fairy
418,buizel,0.7,29.5,330,55,65,35,60,30,85,0,0,0,0,0,1,quadruped,brown,190,4,medium,4,False,False,False,regular,66,s1c2,water,,water1,ground
419,floatzel,1.1,33.5,495,85,105,55,85,50,115,0,0,0,0,0,2,quadruped,brown,75,4,medium,4,False,False,False,regular,173,s2c2,water,,water1,ground
420,cherubi,0.4,3.3,275,45,35,45,62,53,35,0,0,0,1,0,0,heads,pink,190,4,medium,4,False,False,False,regular,55,s1c2,grass,,fairy,plant
421,cherrim,0.5,9.3,450,70,60,70,87,78,85,0,0,0,2,0,0,legs,purple,75,4,medium,4,False,False,False,regular,158,s2c2,grass,,fairy,plant
422,shellos,0.3,6.3,325,76,48,48,57,62,34,1,0,0,0,0,0,squiggle,purple,190,4,medium,4,False,False,False,regular,65,s1c2,water,,water1,indeterminate
423,gastrodon,0.9,29.9,475,111,83,68,92,82,39,2,0,0,0,0,0,squiggle,purple,75,4,medium,4,False,False,False,regular,166,s2c2,water,ground,water1,indeterminate
424,ambipom,1.2,20.3,482,75,100,66,60,66,115,0,0,0,0,0,2,upright,purple,45,4,fast,4,False,False,False,regular,169,s2c2,normal,,ground,
425,drifloon,0.4,1.2,348,90,50,34,60,44,70,1,0,0,0,0,0,arms,purple,125,4,fast-then-very-slow,4,False,False,False,regular,70,s1c2,ghost,flying,indeterminate,
426,drifblim,1.2,15.0,498,150,80,44,90,54,80,2,0,0,0,0,0,arms,purple,60,4,fast-then-very-slow,4,False,False,False,regular,174,s2c2,ghost,flying,indeterminate,
427,buneary,0.4,5.5,350,55,66,44,44,56,85,0,0,0,0,0,1,upright,brown,190,4,medium,4,False,False,False,regular,70,s1c2,normal,,ground,humanshape
428,lopunny,1.2,33.3,480,65,76,84,54,96,105,0,0,0,0,0,2,upright,brown,60,4,medium,4,False,False,False,regular,168,s2c2,normal,,ground,humanshape
429,mismagius,0.9,4.4,495,60,60,60,105,105,105,0,0,0,1,1,0,ball,purple,45,4,fast,4,False,False,False,regular,173,s2c2,ghost,,indeterminate,
430,honchkrow,0.9,27.3,505,100,125,52,105,52,71,0,2,0,0,0,0,wings,black,30,4,medium-slow,4,False,False,False,regular,177,s2c2,dark,flying,flying,
431,glameow,0.5,3.9,310,49,55,42,42,37,85,0,0,0,0,0,1,quadruped,gray,190,6,fast,4,False,False,False,regular,62,s1c2,normal,,ground,
432,purugly,1.0,43.8,452,71,82,64,64,59,112,0,0,0,0,0,2,quadruped,gray,75,6,fast,4,False,False,False,regular,158,s2c2,normal,,ground,
433,chingling,0.2,0.6,285,45,30,50,65,50,45,0,0,0,1,0,0,humanoid,yellow,120,4,fast,4,False,False,True,regular,57,s1c2,psychic,,no-eggs,
434,stunky,0.4,19.2,329,63,63,47,41,41,74,0,0,0,0,0,1,quadruped,purple,225,4,medium,4,False,False,False,regular,66,s1c2,poison,dark,ground,
435,skuntank,1.0,38.0,479,103,93,67,71,61,84,2,0,0,0,0,0,quadruped,purple,60,4,medium,4,False,False,False,regular,168,s2c2,poison,dark,ground,
436,bronzor,0.5,60.5,300,57,24,86,24,86,23,0,0,1,0,0,0,ball,green,255,-1,medium,4,False,False,False,regular,60,s1c2,steel,psychic,mineral,
437,bronzong,1.3,187.0,500,67,89,116,79,116,33,0,0,1,0,1,0,arms,green,90,-1,medium,4,False,False,False,regular,175,s2c2,steel,psychic,mineral,
438,bonsly,0.5,15.0,290,50,80,95,10,45,10,0,0,1,0,0,0,legs,brown,255,4,medium,4,False,False,True,regular,58,s1c2,rock,,no-eggs,
439,mime_jr,0.6,13.0,310,20,25,45,70,90,60,0,0,0,0,1,0,humanoid,pink,145,4,medium,4,False,False,True,regular,62,single,psychic,fairy,no-eggs,
440,happiny,0.6,24.4,220,100,5,5,15,65,30,1,0,0,0,0,0,humanoid,pink,130,8,fast,4,False,False,True,regular,110,s1c3,normal,,no-eggs,
441,chatot,0.5,1.9,411,76,65,45,92,42,91,0,1,0,0,0,0,wings,black,30,4,medium-slow,4,False,False,False,regular,144,single,normal,flying,flying,
442,spiritomb,1.0,108.0,485,50,92,108,92,108,35,0,0,1,0,1,0,blob,purple,100,4,medium,4,False,False,False,regular,170,single,ghost,dark,indeterminate,
443,gible,0.7,20.5,300,58,70,45,40,45,42,0,1,0,0,0,0,upright,blue,45,4,slow,4,False,False,False,regular,60,s1c3,dragon,ground,monster,dragon
444,gabite,1.4,56.0,410,68,90,65,50,55,82,0,2,0,0,0,0,upright,blue,45,4,slow,4,False,False,False,regular,144,s2c3,dragon,ground,monster,dragon
445,garchomp,1.9,95.0,600,108,130,95,80,85,102,0,3,0,0,0,0,upright,blue,45,4,slow,4,False,False,False,regular,270,s3c3,dragon,ground,monster,dragon
446,munchlax,0.6,105.0,390,135,85,40,40,85,5,1,0,0,0,0,0,humanoid,black,50,1,slow,4,False,False,True,regular,78,s1c2,normal,,no-eggs,
447,riolu,0.7,20.2,285,40,70,40,35,40,60,0,1,0,0,0,0,upright,blue,75,1,medium-slow,4,False,False,True,regular,57,s1c2,fighting,,no-eggs,
448,lucario,1.2,54.0,525,70,110,70,115,70,90,0,1,0,1,0,0,upright,blue,45,1,medium-slow,4,False,False,False,regular,184,s2c2,fighting,steel,ground,humanshape
449,hippopotas,0.8,49.5,330,68,72,78,38,42,32,0,0,1,0,0,0,quadruped,brown,140,4,slow,4,False,False,False,regular,66,s1c2,ground,,ground,
450,hippowdon,2.0,300.0,525,108,112,118,68,72,47,0,0,2,0,0,0,quadruped,brown,60,4,slow,4,False,False,False,regular,184,s2c2,ground,,ground,
451,skorupi,0.8,12.0,330,40,50,90,30,55,65,0,0,1,0,0,0,armor,purple,120,4,slow,4,False,False,False,regular,66,s1c2,poison,bug,bug,water3
452,drapion,1.3,61.5,500,70,90,110,60,75,95,0,0,2,0,0,0,armor,purple,45,4,slow,4,False,False,False,regular,175,s2c2,poison,dark,bug,water3
453,croagunk,0.7,23.0,300,48,61,40,61,40,50,0,1,0,0,0,0,humanoid,blue,140,4,medium,4,False,False,False,regular,60,s1c2,poison,fighting,humanshape,
454,toxicroak,1.3,44.4,490,83,106,65,86,65,85,0,2,0,0,0,0,humanoid,blue,75,4,medium,4,False,False,False,regular,172,s2c2,poison,fighting,humanshape,
455,carnivine,1.4,27.0,454,74,100,72,90,72,46,0,2,0,0,0,0,tentacles,green,200,4,slow,4,False,False,False,regular,159,single,grass,,plant,
456,finneon,0.4,7.0,330,49,49,56,49,61,66,0,0,0,0,0,1,fish,blue,190,4,slow-then-very-fast,4,False,False,False,regular,66,s1c2,water,,water2,
457,lumineon,1.2,24.0,460,69,69,76,69,86,91,0,0,0,0,0,2,fish,blue,75,4,slow-then-very-fast,4,False,False,False,regular,161,s2c2,water,,water2,
458,mantyke,1.0,65.0,345,45,20,50,60,120,50,0,0,0,0,1,0,wings,blue,25,4,slow,4,False,False,True,regular,69,s1c2,water,flying,no-eggs,
459,snover,1.0,50.5,334,60,62,50,62,60,40,0,1,0,0,0,0,upright,white,120,4,slow,4,False,False,False,regular,67,s1c2,grass,ice,monster,plant
460,abomasnow,2.2,135.5,494,90,92,75,92,85,60,0,1,0,1,0,0,upright,white,60,4,slow,4,False,False,False,regular,173,s2c2,grass,ice,monster,plant
461,weavile,1.1,34.0,510,70,120,65,45,85,125,0,1,0,0,0,1,upright,black,45,4,medium-slow,4,False,False,False,regular,179,s2c2,dark,ice,ground,
462,magnezone,1.2,180.0,535,70,70,115,130,90,60,0,0,0,3,0,0,arms,gray,30,-1,medium,4,False,False,False,regular,241,s3c3,electric,steel,mineral,
463,lickilicky,1.7,140.0,515,110,85,95,80,95,50,3,0,0,0,0,0,humanoid,pink,30,4,medium,4,False,False,False,regular,180,s2c2,normal,,monster,
464,rhyperior,2.4,282.8,535,115,140,130,55,55,40,0,3,0,0,0,0,upright,gray,30,4,slow,4,False,False,False,regular,241,s3c3,ground,rock,monster,ground
465,tangrowth,2.0,128.6,535,100,100,125,110,50,50,0,0,2,0,0,0,humanoid,blue,30,4,medium,4,False,False,False,regular,187,s2c2,grass,,plant,
466,electivire,1.8,138.6,540,75,123,67,95,85,95,0,3,0,0,0,0,upright,yellow,30,2,medium,4,False,False,False,regular,243,s3c3,electric,,humanshape,
467,magmortar,1.6,68.0,540,75,95,67,125,95,83,0,0,0,3,0,0,upright,red,30,2,medium,4,False,False,False,regular,243,s3c3,fire,,humanshape,
468,togekiss,1.5,38.0,545,85,50,95,120,115,80,0,0,0,2,1,0,wings,white,30,1,fast,4,False,False,False,regular,245,s3c3,fairy,flying,flying,fairy
469,yanmega,1.9,51.5,515,86,76,86,116,56,95,0,2,0,0,0,0,bug-wings,green,30,4,medium,4,False,False,False,regular,180,s2c2,bug,flying,bug,
470,leafeon,1.0,25.5,525,65,110,130,60,65,95,0,0,2,0,0,0,quadruped,green,45,1,medium,4,False,False,False,regular,184,s2c2,grass,,ground,
471,glaceon,0.8,25.9,525,65,60,110,130,95,65,0,0,0,2,0,0,quadruped,blue,45,1,medium,4,False,False,False,regular,184,s2c2,ice,,ground,
472,gliscor,2.0,42.5,510,75,95,125,45,75,95,0,0,2,0,0,0,wings,purple,30,4,medium-slow,4,False,False,False,regular,179,s2c2,ground,flying,bug,
473,mamoswine,2.5,291.0,530,110,130,80,70,60,80,0,3,0,0,0,0,quadruped,brown,50,4,slow,4,False,False,False,regular,239,s3c3,ice,ground,ground,
474,porygon_z,0.9,34.0,535,85,80,70,135,75,90,0,0,0,3,0,0,arms,red,30,-1,medium,4,False,False,False,regular,241,s1c3,normal,,mineral,
475,gallade,1.6,52.0,518,68,125,65,65,115,80,0,3,0,0,0,0,humanoid,white,45,0,slow,4,False,False,False,regular,233,s3c3,psychic,fighting,humanshape,indeterminate
476,probopass,1.4,340.0,525,60,55,145,75,150,40,0,0,1,0,2,0,heads,gray,60,4,medium,4,False,False,False,regular,184,s2c2,rock,steel,mineral,
477,dusknoir,2.2,106.6,525,45,100,135,65,135,45,0,0,1,0,2,0,arms,black,45,4,fast,4,False,False,False,regular,236,s3c3,ghost,,indeterminate,
478,froslass,1.3,26.6,480,70,80,70,80,70,110,0,0,0,0,0,2,arms,white,75,8,medium,4,False,False,False,regular,168,s2c2,ice,ghost,fairy,mineral
479,rotom,0.3,0.3,440,50,50,77,95,77,91,0,0,0,1,0,1,ball,red,45,-1,medium,4,False,False,False,regular,154,single,electric,ghost,indeterminate,
480,uxie,0.3,0.3,580,75,75,130,75,130,95,0,0,2,0,1,0,upright,yellow,3,-1,slow,4,True,False,False,legendary,261,single,psychic,,no-eggs,
481,mesprit,0.3,0.3,580,80,105,105,105,105,80,0,1,0,1,1,0,upright,pink,3,-1,slow,4,True,False,False,legendary,261,single,psychic,,no-eggs,
482,azelf,0.3,0.3,580,75,125,70,125,70,115,0,2,0,1,0,0,upright,blue,3,-1,slow,4,True,False,False,legendary,261,single,psychic,,no-eggs,
483,dialga,5.4,683.0,680,100,120,120,150,100,90,0,0,0,3,0,0,quadruped,white,3,-1,slow,4,True,False,False,legendary,306,single,steel,dragon,no-eggs,
484,palkia,4.2,336.0,680,90,120,100,150,120,100,0,0,0,3,0,0,upright,purple,3,-1,slow,4,True,False,False,legendary,306,single,water,dragon,no-eggs,
485,heatran,1.7,430.0,600,91,90,106,130,106,77,0,0,0,3,0,0,quadruped,brown,3,4,slow,4,True,False,False,legendary,270,single,fire,steel,no-eggs,
486,regigigas,3.7,420.0,670,110,160,110,80,110,100,0,3,0,0,0,0,humanoid,white,3,-1,slow,4,True,False,False,legendary,302,single,normal,,no-eggs,
487,giratina,4.5,750.0,680,150,100,120,100,120,90,3,0,0,0,0,0,tentacles,black,3,-1,slow,4,True,False,False,legendary,306,single,ghost,dragon,no-eggs,
488,cresselia,1.5,85.6,580,120,70,110,75,120,85,0,0,0,0,3,0,squiggle,yellow,3,8,slow,4,True,False,False,legendary,270,single,psychic,,no-eggs,
489,phione,0.4,3.1,480,80,80,80,80,80,80,1,0,0,0,0,0,arms,blue,30,-1,slow,4,False,True,False,legendary,216,s1c2,water,,water1,fairy
490,manaphy,0.3,1.4,600,100,100,100,100,100,100,3,0,0,0,0,0,humanoid,blue,3,-1,slow,4,False,True,False,legendary,270,s2c2,water,,water1,fairy
491,darkrai,1.5,50.5,600,70,90,90,135,90,125,0,0,0,2,0,1,humanoid,black,3,-1,slow,4,False,True,False,legendary,270,single,dark,,no-eggs,
492,shaymin,0.2,2.1,600,100,100,100,100,100,100,3,0,0,0,0,0,quadruped,green,45,-1,medium-slow,4,False,True,False,legendary,270,single,grass,,no-eggs,
